step,sec,dump
10970,0.011,Nsync-grv=         0 Nsync-hyd=       824  BddeeeeeEEccCJJJJ999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyy???A0000000k1T77
10971,3.951,Nsync-grv=    268438 Nsync-hyd=     32766  :*******************************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXX999HHyy+++oAKF
10972,0.011,Nsync-grv=         0 Nsync-hyd=       794  BddeeeeeEEcCJJ9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyy????A000000kTT77
10973,0.775,Nsync-grv=     26838 Nsync-hyd=     13137  :::rrDe*************************************ttttttttttttxxxxxxxxxXXXXXXXec9999999HHH[yy+++++++++++++++++l"""oo??AA0KTF--
10974,0.011,Nsync-grv=         0 Nsync-hyd=       796  BddeeeeeeEcCJJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyy???A000000k1T77
10975,6.139,Nsync-grv=    609889 Nsync-hyd=     92966  r*************************************************tttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeC99999HH[y+++?A017
10976,0.010,Nsync-grv=         0 Nsync-hyd=       778  BddeeeeeeEcCJJJ999999999999999999999999999999999999999999999999999999999999999999999HHHHHHHHH[[[[yyyyyy???AA00000001TT77
10977,0.798,Nsync-grv=     26863 Nsync-hyd=     13121  :::rrD************************************tttttttttttttxxxxxxxXXXXXXXXXXXe9999999HHH[yyy+++++++++++++++++""""o??AA)K1F--
10978,0.011,Nsync-grv=         0 Nsync-hyd=       781  BddeeeeeEECJJJJ9999999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[yyyyyyyy??A0000000K1T77
10979,6.299,Nsync-grv=    268547 Nsync-hyd=     32726  r**********************************tttttttttttttxxxxxxxxXXXXXXXXXXXX99Hy++"??????????????????????????????????????AAAkkkF
10980,0.010,Nsync-grv=         0 Nsync-hyd=       783  BdddeeeeeEEcJJJJ999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHH[[[[[[[[[[yyyy?????A0000000k1TT77
10981,0.814,Nsync-grv=     26920 Nsync-hyd=     13124  :::rrd********************************tttttttttttttttxxxxxxxxxxXXXXXXXXXXeC999999HH[[yy+++++++++++++++++l""""o??AA)K1F--
10982,0.010,Nsync-grv=         0 Nsync-hyd=       799  bddeeeeeeeECCJJJ999999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHH[[yyyyyyyyyy???AA0000000k1TT77
10983,7.709,Nsync-grv=    894263 Nsync-hyd=    177528  D*********************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXecc99999999HH[[yy++oA0W1T
10984,0.011,Nsync-grv=         0 Nsync-hyd=       796  BddeeeeeeEcCJJJ9999999999999999999999999999999999999999999999999999999999999999HHHHHHHH[[[yyyyyy????A0000000001TT7777777
10985,1.816,Nsync-grv=     26925 Nsync-hyd=     13080  ::E***************ttttttxxxXXXXBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBbbbbE999Hy+++++++l"o?AkkkkkF
10986,0.017,Nsync-grv=         0 Nsync-hyd=       798  BdddeeeEEcccCJJJJ999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyy??A000000k1T777
10987,3.856,Nsync-grv=    268623 Nsync-hyd=     32706  :***********************************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXX9999Hy+++++"AKF
10988,0.010,Nsync-grv=         0 Nsync-hyd=       781  BddeeeeeeEcCJJJ99999999999999999999999999999999999999999999999999999999999999999HHHHHHHHHH[[[[[[yyyyyy????A0000000W1TT77
10989,0.777,Nsync-grv=     27012 Nsync-hyd=     13055  :::rrD***********************************ttttttttttttttxxxxxxxxxxxXXXXXXXXE9999999HH[yy++++++++++++++++++""""oo?AA)K1F--
10990,0.011,Nsync-grv=         0 Nsync-hyd=       805  BddeeeeeEEcCJJJ9999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[yyyyyy??A000000k1T77
10991,6.525,Nsync-grv=    610542 Nsync-hyd=     92930  r******************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXE99999HHyy++oA01T
10992,0.011,Nsync-grv=         0 Nsync-hyd=       824  BddeeeeeeEccJJJ99999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[yyyyyyy???A000001TT77
10993,0.795,Nsync-grv=     27158 Nsync-hyd=     13055  :::rrD***********************************ttttttttttttttxxxxxxxxxxXXXXXXXXe9999999HH[yy+++++++++++++++++++""""o???A)01F--
10994,0.011,Nsync-grv=         0 Nsync-hyd=       828  bddeeeeeEEcCJJJ99999999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[[yyyyyy??A000000k1T77
10995,6.685,Nsync-grv=    268749 Nsync-hyd=     32667  r**********************************ttttttttttxxxxXXXXXXXXXC9H[++"Akkkk1111111111111111111111111111111111111111111111TTTT
10996,0.011,Nsync-grv=         0 Nsync-hyd=       812  BddeeeeeEEcCJJJ9999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[[[[yyyyy????A000000k1TT77
10997,0.802,Nsync-grv=     27273 Nsync-hyd=     13014  :::rrd**********************************tttttttttttttxxxxxxxxxXXXXXXXXXXXE9999999HH[yy+++++++++++++++++++""""o??AA)K1F--
10998,0.012,Nsync-grv=         0 Nsync-hyd=       825  bddeeeeEEccCJJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyy?????A000000kTT77
10999,8.664,Nsync-grv=   1600000 Nsync-hyd=    231483  E**********************************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXec99999999HHH[yy++?001T
11000,0.010,Nsync-grv=         0 Nsync-hyd=       767  BddeeeeeeeEcCJJJ999999999999999999999999999999999999999999999999999999999999999999HHHHHHHHH[[[yyyyyyy????A000000001TT777
11001,1.102,Nsync-grv=     27467 Nsync-hyd=     13024  :::D******************ttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXe9999HHH[[[[[[yy++++++++++"""o??A0KT-
11002,0.022,Nsync-grv=         0 Nsync-hyd=       807  heeEEEccccCJJ99999999999999999999HHHHHHHHHHHHHHHHHHHHHHHH0[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyy??A000000T7
11003,4.275,Nsync-grv=    268829 Nsync-hyd=     32620  :*****************************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXE99HHH[[[[[[yy+++"?A0KF
11004,0.027,Nsync-grv=         0 Nsync-hyd=       809  deEEEcccccCJ99999999999999HHHHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyy??000000T7
11005,3.930,Nsync-grv=     27655 Nsync-hyd=     13016  :********ttxxXc9H[++++++"??????????????????????????????????????AAAAkkkkkk7777777777777777777777777777777777777777777FFFF
11006,0.012,Nsync-grv=         0 Nsync-hyd=       851  BddeeeeeEEcCJJJj999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyy????AA0000000k1T77
11007,5.717,Nsync-grv=    611235 Nsync-hyd=     92882  r********************************************************tttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXe999999HH[yy++oA01T
11008,0.011,Nsync-grv=         0 Nsync-hyd=       800  BddeeeeeEEcCJJJ999999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHH[[[[[[yyyyyy?????AA000000k1TT77
11009,0.782,Nsync-grv=     27857 Nsync-hyd=     13080  ::::rD**************************************ttttttttttttxxxxxxxxXXXXXXXXXeJ999999HHH[yy++++++++++++++++++""""o??AA)K1F--
11010,0.011,Nsync-grv=         0 Nsync-hyd=       836  BddeeeeeeeEcCJJJ9999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[[yyyyyy???AA000000k1TT77
11011,4.361,Nsync-grv=    268964 Nsync-hyd=     32568  :*********************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXC99H[y+++"?0F
11012,0.011,Nsync-grv=         0 Nsync-hyd=       855  BddeeeeeeEcCJJJ99999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyy??AA000000011TT77
11013,1.914,Nsync-grv=     28188 Nsync-hyd=     13094  ::r***************ttttttxxxXXXXcc99HH[[[[[yyy+++++++"oo????????????????????????????????????????????????????AAAAAAkkkkT--
11014,0.011,Nsync-grv=         0 Nsync-hyd=       898  BddeeeeeeEEcCJJJ999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[yyyyyyyy???AA0000000k1TT77
11015,7.685,Nsync-grv=    894619 Nsync-hyd=    177368  D***********************************************ttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXec99999HHHHH[[[[[[yyyy++??001T
11016,0.013,Nsync-grv=         0 Nsync-hyd=       814  BddeeeeEEEcccCCJJJ9999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[yyyyyyyyy???A0000000000k1TT77
11017,0.905,Nsync-grv=     28496 Nsync-hyd=     13087  :::rrd********************************ttttttttttttxxxxxxxXXXXXXXXBEccC99999HHH[yy++++++++++++++++++++++"""oo???AAA017---
11018,0.011,Nsync-grv=         0 Nsync-hyd=       847  bddeeeeeEEcCJJJ99999999999999999999999999999999999999999999999999999999999999999HHHHHHH[[[[yyyyy?????A0000000011TT777777
11019,3.875,Nsync-grv=    269269 Nsync-hyd=     32513  :********************************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXe999HHy++++"?KF
11020,0.012,Nsync-grv=         0 Nsync-hyd=       847  BddeeeeeEcCCJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[yyyyyyyyyyyyyyyy?????AA00000k1TT77
11021,0.736,Nsync-grv=     28849 Nsync-hyd=     13075  ::::rDe*******************************************tttttttttxxxxxXXXXXXe9999999HHH[[yy++++++++++++++++++++""""oo??AA0KTF-
11022,0.013,Nsync-grv=         0 Nsync-hyd=       945  hdeeeeeEECCJJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[yyyyyyyyyyyyyyy?????A0000000001TT77
11023,5.884,Nsync-grv=    611880 Nsync-hyd=     92835  r****************************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXEC99999HH[yy++o?01T
11024,0.011,Nsync-grv=         0 Nsync-hyd=       861  bddeeeeeEEcCJJJ999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyy????AA00000k1TTT77
11025,0.798,Nsync-grv=     29243 Nsync-hyd=     13115  :::rrd***********************************ttttttttttttttxxxxxxxxxXXXXXXXXXXeC999999HHH[yy+++++++++++++++++""""o??AA)K1F--
11026,0.013,Nsync-grv=         0 Nsync-hyd=       913  bddeeeeEEcCCJJJj9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[yyyyyyyyyyyyyyyyy????AAA000000k1TT77
11027,4.117,Nsync-grv=    269430 Nsync-hyd=     32510  :****************************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXE99HH[[[[yy+++"A00F
11028,0.013,Nsync-grv=         0 Nsync-hyd=       920  hdeeeeeEEccCJJJ999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyy???AA000000011TT77
11029,0.793,Nsync-grv=     29706 Nsync-hyd=     13185  ::::rd*************************************ttttttttttttttxxxxxxxxxxXXXXXXXXec9999999HH[[yy+++++++++++++++l""""o??AA0K1F-
11030,0.012,Nsync-grv=         0 Nsync-hyd=       985  BddeeeeeeEEcCJJJJ99999999999999999999999999999999999999999999999999999999999HHHHHHHHHHH[[[[[[[yyyyyy????AA0000000011TT77
11031,7.682,Nsync-grv=   1064151 Nsync-hyd=    228828  D******************************************************ttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXeec999999999HHH[yyy++?A011T
11032,0.011,Nsync-grv=         0 Nsync-hyd=       869  BddeeeeeeEcCJJJ99999999999999999999999999999999999999999999999999999999999HHHHHHHHHHH[[[[[[yyyyyyyy????AA00000000k1TT777
11033,1.237,Nsync-grv=     29977 Nsync-hyd=     13199  ::rrE***********************ttttttttttxxxxxXXXXXXXXXXBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBbbE9999HH[yy++++++++++l""o?AAkkkT---
11034,0.018,Nsync-grv=         0 Nsync-hyd=       919  BdeeeEEcccCJJJ9999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy???????AA000000kTTT7
11035,3.897,Nsync-grv=    269702 Nsync-hyd=     32472  :******************************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXe999H[y++++"AKF
11036,0.013,Nsync-grv=         0 Nsync-hyd=       947  bddeeeeEEcCJJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyy????????AAA000000k1TTT77
11037,0.817,Nsync-grv=     30172 Nsync-hyd=     13209  :::rrE************************************ttttttttttttttxxxxxxxxXXXXXXXXXXXXE9999999HH[[yy+++++++++++++++l""""o?AA)K1F--
11038,0.016,Nsync-grv=         0 Nsync-hyd=      1012  hdeeeEEEEccccccccccCCJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyy????AA00000001TT77
11039,6.941,Nsync-grv=    612530 Nsync-hyd=     92871  r*******************************************ttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXc9999HH[yy++oA0k1111111111111TT
11040,0.011,Nsync-grv=         0 Nsync-hyd=       880  BddeeeeeEEcCJJJ999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[[yyyyyyy?????AAA000000k1TTT77
11041,0.811,Nsync-grv=     30394 Nsync-hyd=     13193  :::rrd***************************************tttttttttttttxxxxxXXXXXXXXXXXXXE9999999HH[[yy+++++++++++++++l"""oo?AA)K1F--
11042,0.015,Nsync-grv=         0 Nsync-hyd=       932  BddeeeeeEccCJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyy????????AA0000000kTTT77
11043,3.826,Nsync-grv=    269890 Nsync-hyd=     32436  :***********************************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXE999H[y++++"?0T
11044,0.013,Nsync-grv=         0 Nsync-hyd=       975  hddeeeeeEEcCJJJj99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[[yyyyyy?????AAA0000000K1TTT77
11045,0.843,Nsync-grv=     30465 Nsync-hyd=     13253  :::rrE************************************ttttttttttttttxxxxxxxxxxXXXXXXXXXXE999999HHH[yyy++++++++++++++++""""o?AAA01F--
11046,0.014,Nsync-grv=         0 Nsync-hyd=      1031  hdeeeeeEEcCJJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[yyyyyyyyyyyyyyy???AA00000000K1TT77
11047,7.475,Nsync-grv=    895013 Nsync-hyd=    177240  D*************************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXec9999999HHH[[yyy+"?A0K1T
11048,3.983,Nsync-grv=         0 Nsync-hyd=       881  ?????????????????????????????????????????????????????????????????????????????????????????????????????????AAAAAAA0TTTTTTT
11049,0.875,Nsync-grv=     30350 Nsync-hyd=     13270  :::rDe************************************tttttttttttttxxxxxxxxXXXXXXXXXXe9999999HH[yy++++++++++++++++++++l"""o??AA017--
11050,0.015,Nsync-grv=         0 Nsync-hyd=       949  BBBBBBBbbddeeeeEccCJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyy??AA000000kk1T77
11051,4.049,Nsync-grv=    270185 Nsync-hyd=     32399  :******************************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXX9999Hy+++"?0F
11052,0.013,Nsync-grv=         0 Nsync-hyd=       974  bddeeeeeEccCJJJ999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[yyyyyyyyyyy???AA0000000k1TT77
11053,0.829,Nsync-grv=     30347 Nsync-hyd=     13263  ::::rE**************************************ttttttttttttttxxxxxxXXXXXXXXXXXXeC999999HH[[yy++++++++++++++++""""o??AA)K1F-
11054,0.013,Nsync-grv=         0 Nsync-hyd=      1040  hdeeeeeeEcCCJJj9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[yyyyyyyyyyyyyyyy???A0000000k1TT77
11055,6.186,Nsync-grv=    613176 Nsync-hyd=     92907  r************************************************ttttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXec99999HH[yy++"A01T
11056,0.013,Nsync-grv=         0 Nsync-hyd=       887  BddeeeeEEcCJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyyyyy???AA00000W11TT77777
11057,0.807,Nsync-grv=     30409 Nsync-hyd=     13238  :::rrd*****************************************ttttttttttttxxxxXXXXXXXXXXXeC999999HHH[yy+++++++++++++++++l"""oo?AA)K1F--
11058,0.013,Nsync-grv=         0 Nsync-hyd=       932  hddeeeeeEccCJJj999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyy?????AAA00000011TT77
11059,6.086,Nsync-grv=    270408 Nsync-hyd=     32405  r***********************************ttttttttttttttxxxxxXXXXXXXXXXXXXXBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBbbe99Hy++o0kk111111T
11060,0.022,Nsync-grv=         0 Nsync-hyd=       956  bddeeEEccccccCJJJ99999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyy????AA0000001TT777
11061,0.833,Nsync-grv=     30427 Nsync-hyd=     13258  :::rrd***************************************ttttttttttttxxxxXXXXXXXXXXXXXe9999999HH[[y++++++++++++++++++l""""o?AA)K1F--
11062,0.013,Nsync-grv=         0 Nsync-hyd=      1034  hddeeeeeEccCJJ999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[[[yyyyy???AA00000000011TT77
11063,8.003,Nsync-grv=   1387434 Nsync-hyd=    230684  D*************************************************************tttttttttttttttxxxxxXXXXXXXXXXXXXeE999999999HHH[yy++?A0k1T
11064,0.011,Nsync-grv=         0 Nsync-hyd=       879  BddeeeeeeEcCJJJ9999999999999999999999999999999999999999999999999999999999999HHHHHHHHHH[[[[[[[yyyyyyyyy??AA000000k11TT777
11065,1.084,Nsync-grv=     30449 Nsync-hyd=     13248  ::rr****************************ttttttttttttxxxxxxxxxXXXXXXXXe999HHHHH[[[[[[[[[[[[yyyy++++++++++++++++++l""o????AI0001F-
11066,0.037,Nsync-grv=         0 Nsync-hyd=       951  deEEcccccCCJ999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyyy?0000000017
11067,3.798,Nsync-grv=    270642 Nsync-hyd=     32387  :****************************************************************tttttttttttttttxxxxxxXXXXXXXXXXXXecC999HH[yy++++++o?A1F
11068,0.013,Nsync-grv=         0 Nsync-hyd=       967  hddeeeeeEEcCJJJ99999999999999999999999999999999999999999999999999999999999HHHHHHHHHH[[[[[[[[[[yyyy??????AA000000001TTT77
11069,0.813,Nsync-grv=     30443 Nsync-hyd=     13236  ::::rE****************************************tttttttttttttxxxxxxxxXXXXXXXXXeC999999HHH[yy++++++++++++++++l"""o??AA)K1F-
11070,0.013,Nsync-grv=         0 Nsync-hyd=      1031  bddeeeeeeEccCJJJ999999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[[[yyyyyyy????AA0000000K1TT77
11071,6.444,Nsync-grv=    613664 Nsync-hyd=     92866  r***************************************************tttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXec99999HHH[[[yyy++?A01F-
11072,0.012,Nsync-grv=         0 Nsync-hyd=       897  BdDeeeeEEccCJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyy????AA000000k1TT77
11073,0.826,Nsync-grv=     30395 Nsync-hyd=     13238  ::::rE**************************************ttttttttttttttxxxxxxxxxxXXXXXXXXXeC9999999HHyy++++++++++++++++l"""oo?AA)K1F-
11074,0.012,Nsync-grv=         0 Nsync-hyd=       947  BddeeeeeeeECJJJJ9999999999999999999999999999999999999999999999999999999999999999HHHHHHHHH[[[[[yyyyyy????AA00000000k1TT77
11075,4.161,Nsync-grv=    270799 Nsync-hyd=     32338  :**************************************************ttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXhC999Hy+++"?0F
11076,0.013,Nsync-grv=         0 Nsync-hyd=       942  hdeeeeeEEcCJJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyyyyy????AA0000000k1TT77
11077,0.851,Nsync-grv=     30493 Nsync-hyd=     13274  :::rDe*************************************tttttttttttttttxxxxxxxxxxxXXXXXXXXXeJ999999HH[yy+++++++++++++++l"""oo?AAK1F--
11078,0.013,Nsync-grv=         0 Nsync-hyd=       984  hddeeeeeEEcCJJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyy???AA000000001TT77
11079,9.565,Nsync-grv=    895396 Nsync-hyd=    177071  r**************************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXXe999999HH[[y++????????????????AA0kk1T7777777F
11080,0.011,Nsync-grv=         0 Nsync-hyd=       851  BddeeeeeeEcCJJJ99999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHH[[[[[[[yyyyyyyy??AA000000W11T777
11081,0.807,Nsync-grv=     30378 Nsync-hyd=     13225  ::::rd*****************************************tttttttttttttxxxxxxxxXXXXXXXXXe9999999HH[[yy+++++++++++++++l"""oo??A)K1F-
11082,0.013,Nsync-grv=         0 Nsync-hyd=       896  hddeeeEEEEccccccccccCCJJJ9999999999999999999999999999999999999999999999999999999999HHHHHHHHHH[[[[[[yyyyyy??A0000000k1T77
11083,3.560,Nsync-grv=    271147 Nsync-hyd=     32332  :********************************************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXD9999H[y+++loAKF
11084,0.012,Nsync-grv=         0 Nsync-hyd=       874  bddeeeeeEccCJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyy?????AA000000k1TT77
11085,0.869,Nsync-grv=     30381 Nsync-hyd=     13271  :::rDe***********************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeJ999999HH[yy+++++++++++++++"""oo?AAAK1F--
11086,0.012,Nsync-grv=         0 Nsync-hyd=       941  BddeeeeeEEcCJJJ9999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyy???A0000000k1T77
11087,6.316,Nsync-grv=    614166 Nsync-hyd=     92812  r**********************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeC99999HHyy++"A01T
11088,0.012,Nsync-grv=         0 Nsync-hyd=       829  bddeeeeeEcCCJJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyyy??AA000000k1TT77
11089,0.863,Nsync-grv=     30349 Nsync-hyd=     13270  :::rDe***********************************tttttttttttttttxxxxxxxxxxxxXXXXXXXXXeC999999HH[[yy+++++++++++++++l"""oo?AA0kT--
11090,0.011,Nsync-grv=         0 Nsync-hyd=       901  BdddeeeeeEEccCJJJ9999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyy???A0000001TT77
11091,3.752,Nsync-grv=    271367 Nsync-hyd=     32327  :**************************************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXe999HHy++++"?KF
11092,0.013,Nsync-grv=         0 Nsync-hyd=       880  BddeeeeEEcccCJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyy?????AA00000001TT77
11093,0.823,Nsync-grv=     30220 Nsync-hyd=     13238  :::rrd****************************************tttttttttttttxxxxxxxxxxXXXXXXXXe9999999HH[[yy+++++++++++++++""""o??AA017--
11094,0.012,Nsync-grv=         0 Nsync-hyd=       922  BddeeeeeeEcCJJJ999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[yyyyyyyyyyyy??A00000000011T7777
11095,8.073,Nsync-grv=   1064079 Nsync-hyd=    228138  D*************************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXeeC999999999HH[yy++?A0K1T
11096,0.011,Nsync-grv=         0 Nsync-hyd=       824  BddeeeeeEEcCJJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyyyy???AA0000000k1T777
11097,0.838,Nsync-grv=     30186 Nsync-hyd=     13220  :::rrE***************************************ttttttttttttttxxxxxxxxxxXXXXXXXXXe9999999HH[yy+++++++++++++++l"""oo??A0kT--
11098,0.012,Nsync-grv=         0 Nsync-hyd=       857  BddeeeeeEEcCJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyy????A00000000kTT77
11099,3.726,Nsync-grv=    271635 Nsync-hyd=     32355  :*****************************************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXX9999Hy++++"?KF
11100,0.010,Nsync-grv=         0 Nsync-hyd=       855  BdddeeeeeeEEcCJJJ9999999999999999999999999999999999999999999999999999999999999HHHHHHHHHH[[[[[[[yyyyy????AA00000000k1TT77
11101,0.834,Nsync-grv=     30299 Nsync-hyd=     13304  :::rrE***************************************ttttttttttttttxxxxxxxxXXXXXXXXXXeC999999HHH[yy++++++++++++++l"""oo?AAA01T--
11102,0.012,Nsync-grv=         0 Nsync-hyd=       883  BddeeeeeEEcccCJJJ999999999999999999999999999999999999999999999999999999999999HHHHHHHHHHH[[[[[[[[[yyyyyy???A00000000kTT77
11103,8.944,Nsync-grv=    614604 Nsync-hyd=     92788  E***********************************tttttttttttttxxxxxxxXXXXXXXXXXXXXBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBbbE999HHyy+oAkkkT
11104,0.019,Nsync-grv=         0 Nsync-hyd=       776  BddeeEEEcccCCJJJ999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyyyy??A0000001T777
11105,0.834,Nsync-grv=     30414 Nsync-hyd=     13299  ::::rE***************************************ttttttttttttttxxxxxxxxxXXXXXXXXXE9999999HH[[yy+++++++++++++++l""""o?AA)K1F-
11106,0.012,Nsync-grv=         0 Nsync-hyd=       799  BddeeeeeEEcCJJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyy????A0000000001T77
